Period,Sender,Receiver,Type,Points,Profit,ID,Group,TypeP,Group1_ID,Group2_ID
6,12,15,2,2,188,1,4,-,0,1
6,12,16,2,0,169.2,3,4,-,0,3
6,13,11,2,1,188,2,4,-,0,2
6,13,15,2,1,188,1,4,-,0,1
6,13,16,2,0,169.2,3,4,-,0,3
6,14,11,2,0,188,2,4,-,0,2
6,14,15,2,0,188,1,4,-,0,1
6,14,16,2,0,169.2,3,4,-,0,3
6,15,11,2,0,188,2,4,-,0,2
6,15,16,2,0,169.2,3,4,-,0,3
6,16,11,2,0,188,2,4,-,0,2
6,16,15,2,0,188,1,4,-,0,1
7,1,3,1,0,192,1,3,-,1,0
7,1,4,1,0,152.4,4,3,-,4,0
7,1,7,1,0,145.8,3,3,-,3,0
7,1,8,1,0,152.4,2,3,-,2,0
7,2,1,1,0,152.4,5,3,-,5,0
7,2,3,1,0,192,1,3,-,1,0
7,2,4,1,0,152.4,4,3,-,4,0
7,2,7,1,0,145.8,3,3,-,3,0
7,2,8,1,0,152.4,2,3,-,2,0
7,3,1,1,2,152.4,5,3,-,5,0
7,3,4,1,2,152.4,4,3,-,4,0
7,3,7,1,0,145.8,3,3,-,3,0
7,3,8,1,2,152.4,2,3,-,2,0
7,4,1,1,0,152.4,5,3,-,5,0
7,4,3,1,1,192,1,3,-,1,0
7,4,7,1,0,145.8,3,3,-,3,0
7,4,8,1,0,152.4,2,3,-,2,0
7,5,1,1,0,152.4,5,3,-,5,0
7,5,3,1,0,192,1,3,-,1,0
7,5,4,1,0,152.4,4,3,-,4,0
7,5,7,1,0,145.8,3,3,-,3,0
7,5,8,1,0,152.4,2,3,-,2,0
7,6,1,1,0,152.4,5,3,-,5,0
7,6,3,1,0,192,1,3,-,1,0
7,6,4,1,0,152.4,4,3,-,4,0
7,6,7,1,0,145.8,3,3,-,3,0
7,6,8,1,0,152.4,2,3,-,2,0
7,7,1,1,0,152.4,5,3,-,5,0
7,7,3,1,15,192,1,3,-,1,0
7,7,4,1,0,152.4,4,3,-,4,0
7,7,8,1,0,152.4,2,3,-,2,0
7,8,1,1,0,152.4,5,3,-,5,0
7,8,3,1,5,192,1,3,-,1,0
7,8,4,1,0,152.4,4,3,-,4,0
7,8,7,1,0,145.8,3,3,-,3,0
7,9,10,1,0,165.8,3,4,-,3,0
7,9,12,1,0,165.8,2,4,-,2,0
7,9,13,1,0,165.8,4,4,-,4,0
7,9,14,1,3,187,5,4,-,5,0
7,10,9,1,0,165.8,1,4,-,1,0
7,10,12,1,0,165.8,2,4,-,2,0
7,10,13,1,0,165.8,4,4,-,4,0
7,10,14,1,0,187,5,4,-,5,0
7,11,9,1,0,165.8,1,4,-,1,0
7,11,10,1,0,165.8,3,4,-,3,0
7,11,12,1,0,165.8,2,4,-,2,0
7,11,13,1,0,165.8,4,4,-,4,0
7,11,14,1,0,187,5,4,-,5,0
7,12,9,1,0,165.8,1,4,-,1,0
7,12,10,1,0,165.8,3,4,-,3,0
7,12,13,1,0,165.8,4,4,-,4,0
7,12,14,1,1,187,5,4,-,5,0
7,13,9,1,0,165.8,1,4,-,1,0
7,13,10,1,0,165.8,3,4,-,3,0
7,13,12,1,0,165.8,2,4,-,2,0
7,13,14,1,1,187,5,4,-,5,0
7,14,9,1,0,165.8,1,4,-,1,0
7,14,10,1,0,165.8,3,4,-,3,0
7,14,12,1,0,165.8,2,4,-,2,0
7,14,13,1,0,165.8,4,4,-,4,0
7,15,9,1,0,165.8,1,4,-,1,0
7,15,10,1,0,165.8,3,4,-,3,0
7,15,12,1,0,165.8,2,4,-,2,0
7,15,13,1,0,165.8,4,4,-,4,0
7,15,14,1,0,187,5,4,-,5,0
7,16,9,1,0,165.8,1,4,-,1,0
7,16,10,1,0,165.8,3,4,-,3,0
7,16,12,1,0,165.8,2,4,-,2,0
7,16,13,1,0,165.8,4,4,-,4,0
7,16,14,1,0,187,5,4,-,5,0
7,1,2,2,0,159,2,3,-,0,2
7,1,5,2,0,145.8,3,3,-,0,3
7,1,6,2,1,172.2,1,3,-,0,1
7,2,5,2,0,145.8,3,3,-,0,3
7,2,6,2,0,172.2,1,3,-,0,1
7,3,2,2,2,159,2,3,-,0,2
7,3,5,2,0,145.8,3,3,-,0,3
7,3,6,2,3,172.2,1,3,-,0,1
7,4,2,2,0,159,2,3,-,0,2
7,4,5,2,0,145.8,3,3,-,0,3
7,4,6,2,1,172.2,1,3,-,0,1
7,5,2,2,0,159,2,3,-,0,2
7,5,6,2,0,172.2,1,3,-,0,1
7,6,2,2,0,159,2,3,-,0,2
7,6,5,2,0,145.8,3,3,-,0,3
7,7,2,2,0,159,2,3,-,0,2
7,7,5,2,0,145.8,3,3,-,0,3
7,7,6,2,10,172.2,1,3,-,0,1
7,8,2,2,0,159,2,3,-,0,2
7,8,5,2,0,145.8,3,3,-,0,3
7,8,6,2,1,172.2,1,3,-,0,1
7,9,11,2,0,176.4,2,4,-,0,2
7,9,15,2,0,176.4,1,4,-,0,1
7,9,16,2,4,187,3,4,-,0,3
7,10,11,2,1,176.4,2,4,-,0,2
7,10,15,2,1,176.4,1,4,-,0,1
7,10,16,2,2,187,3,4,-,0,3
7,11,15,2,0,176.4,1,4,-,0,1
7,11,16,2,0,187,3,4,-,0,3
7,12,11,2,1,176.4,2,4,-,0,2
7,12,15,2,1,176.4,1,4,-,0,1
7,12,16,2,2,187,3,4,-,0,3
7,13,11,2,0,176.4,2,4,-,0,2
7,13,15,2,0,176.4,1,4,-,0,1
7,13,16,2,0,187,3,4,-,0,3
7,14,11,2,0,176.4,2,4,-,0,2
7,14,15,2,0,176.4,1,4,-,0,1
7,14,16,2,1,187,3,4,-,0,3
7,15,11,2,0,176.4,2,4,-,0,2
7,15,16,2,0,187,3,4,-,0,3
7,16,11,2,0,176.4,2,4,-,0,2
7,16,15,2,0,176.4,1,4,-,0,1
8,1,3,1,0,147.8,1,3,-,1,0
8,1,4,1,0,168.8,4,3,-,4,0
8,1,7,1,0,161.8,3,3,-,3,0
8,1,8,1,0,154.8,2,3,-,2,0
8,2,1,1,0,154.8,5,3,-,5,0
8,2,3,1,0,147.8,1,3,-,1,0
8,2,4,1,0,168.8,4,3,-,4,0
8,2,7,1,0,161.8,3,3,-,3,0
8,2,8,1,0,154.8,2,3,-,2,0
8,3,1,1,0,154.8,5,3,-,5,0
8,3,4,1,3,168.8,4,3,-,4,0
8,3,7,1,0,161.8,3,3,-,3,0
8,3,8,1,0,154.8,2,3,-,2,0
8,4,1,1,0,154.8,5,3,-,5,0
8,4,3,1,0,147.8,1,3,-,1,0
8,4,7,1,0,161.8,3,3,-,3,0
8,4,8,1,0,154.8,2,3,-,2,0
8,5,1,1,0,154.8,5,3,-,5,0
8,5,3,1,0,147.8,1,3,-,1,0
8,5,4,1,0,168.8,4,3,-,4,0
8,5,7,1,0,161.8,3,3,-,3,0
8,5,8,1,0,154.8,2,3,-,2,0
8,6,1,1,0,154.8,5,3,-,5,0
8,6,3,1,0,147.8,1,3,-,1,0
8,6,4,1,0,168.8,4,3,-,4,0
8,6,7,1,0,161.8,3,3,-,3,0
8,6,8,1,0,154.8,2,3,-,2,0
8,7,1,1,0,154.8,5,3,-,5,0
8,7,3,1,0,147.8,1,3,-,1,0
8,7,4,1,0,168.8,4,3,-,4,0
8,7,8,1,0,154.8,2,3,-,2,0
8,8,1,1,0,154.8,5,3,-,5,0
8,8,3,1,0,147.8,1,3,-,1,0
8,8,4,1,0,168.8,4,3,-,4,0
8,8,7,1,0,161.8,3,3,-,3,0
8,9,10,1,0,171.8,3,4,-,3,0
8,9,12,1,0,183.6,2,4,-,2,0
8,9,13,1,0,171.8,4,4,-,4,0
8,9,14,1,0,183.6,5,4,-,5,0
8,10,9,1,0,171.8,1,4,-,1,0
8,10,12,1,0,183.6,2,4,-,2,0
8,10,13,1,0,171.8,4,4,-,4,0
8,10,14,1,0,183.6,5,4,-,5,0
8,11,9,1,0,171.8,1,4,-,1,0
8,11,10,1,0,171.8,3,4,-,3,0
8,11,12,1,0,183.6,2,4,-,2,0
8,11,13,1,0,171.8,4,4,-,4,0
8,11,14,1,0,183.6,5,4,-,5,0
8,12,9,1,0,171.8,1,4,-,1,0
8,12,10,1,0,171.8,3,4,-,3,0
8,12,13,1,0,171.8,4,4,-,4,0
8,12,14,1,0,183.6,5,4,-,5,0
8,13,9,1,0,171.8,1,4,-,1,0
8,13,10,1,0,171.8,3,4,-,3,0
8,13,12,1,0,183.6,2,4,-,2,0
8,13,14,1,0,183.6,5,4,-,5,0
8,14,9,1,0,171.8,1,4,-,1,0
8,14,10,1,0,171.8,3,4,-,3,0
8,14,12,1,0,183.6,2,4,-,2,0
8,14,13,1,0,171.8,4,4,-,4,0
8,15,9,1,0,171.8,1,4,-,1,0
8,15,10,1,0,171.8,3,4,-,3,0
8,15,12,1,0,183.6,2,4,-,2,0
8,15,13,1,0,171.8,4,4,-,4,0
8,15,14,1,0,183.6,5,4,-,5,0
8,16,9,1,0,171.8,1,4,-,1,0
8,16,10,1,0,171.8,3,4,-,3,0
8,16,12,1,0,183.6,2,4,-,2,0
8,16,13,1,0,171.8,4,4,-,4,0
8,16,14,1,0,183.6,5,4,-,5,0
8,1,2,2,0,154.8,2,3,-,0,2
8,1,5,2,0,147.8,3,3,-,0,3
8,1,6,2,0,196.8,1,3,-,0,1
8,2,5,2,0,147.8,3,3,-,0,3
8,2,6,2,0,196.8,1,3,-,0,1
8,3,2,2,0,154.8,2,3,-,0,2
8,3,5,2,0,147.8,3,3,-,0,3
8,3,6,2,5,196.8,1,3,-,0,1
8,4,2,2,0,154.8,2,3,-,0,2
8,4,5,2,0,147.8,3,3,-,0,3
8,4,6,2,1,196.8,1,3,-,0,1
8,5,2,2,0,154.8,2,3,-,0,2
8,5,6,2,0,196.8,1,3,-,0,1
8,6,2,2,0,154.8,2,3,-,0,2
8,6,5,2,0,147.8,3,3,-,0,3
8,7,2,2,0,154.8,2,3,-,0,2
8,7,5,2,0,147.8,3,3,-,0,3
8,7,6,2,30,196.8,1,3,-,0,1
8,8,2,2,2,154.8,2,3,-,0,2
8,8,5,2,2,147.8,3,3,-,0,3
8,8,6,2,5,196.8,1,3,-,0,1
8,9,11,2,0,183.6,2,4,-,0,2
8,9,15,2,0,171.8,1,4,-,0,1
8,9,16,2,0,171.8,3,4,-,0,3
8,10,11,2,0,183.6,2,4,-,0,2
8,10,15,2,0,171.8,1,4,-,0,1
8,10,16,2,0,171.8,3,4,-,0,3
8,11,15,2,0,171.8,1,4,-,0,1
8,11,16,2,0,171.8,3,4,-,0,3
8,12,11,2,0,183.6,2,4,-,0,2
8,12,15,2,0,171.8,1,4,-,0,1
8,12,16,2,0,171.8,3,4,-,0,3
8,13,11,2,0,183.6,2,4,-,0,2
8,13,15,2,0,171.8,1,4,-,0,1
8,13,16,2,0,171.8,3,4,-,0,3
8,14,11,2,0,183.6,2,4,-,0,2
8,14,15,2,0,171.8,1,4,-,0,1
8,14,16,2,0,171.8,3,4,-,0,3
8,15,11,2,0,183.6,2,4,-,0,2
8,15,16,2,0,171.8,3,4,-,0,3
8,16,11,2,0,183.6,2,4,-,0,2
8,16,15,2,0,171.8,1,4,-,0,1
9,1,3,1,3,194.4,1,3,-,1,0
9,1,4,1,0,163.8,4,3,-,4,0
9,1,7,1,0,163.8,3,3,-,3,0
9,1,8,1,0,163.8,2,3,-,2,0
9,2,1,1,0,163.8,5,3,-,5,0
9,2,3,1,0,194.4,1,3,-,1,0
9,2,4,1,0,163.8,4,3,-,4,0
9,2,7,1,0,163.8,3,3,-,3,0
9,2,8,1,0,163.8,2,3,-,2,0
9,3,1,1,0,163.8,5,3,-,5,0
9,3,4,1,0,163.8,4,3,-,4,0
9,3,7,1,0,163.8,3,3,-,3,0
9,3,8,1,0,163.8,2,3,-,2,0
9,4,1,1,0,163.8,5,3,-,5,0
9,4,3,1,0,194.4,1,3,-,1,0
9,4,7,1,0,163.8,3,3,-,3,0
9,4,8,1,0,163.8,2,3,-,2,0
9,5,1,1,0,163.8,5,3,-,5,0
9,5,3,1,0,194.4,1,3,-,1,0
9,5,4,1,0,163.8,4,3,-,4,0
9,5,7,1,0,163.8,3,3,-,3,0
9,5,8,1,0,163.8,2,3,-,2,0
9,6,1,1,0,163.8,5,3,-,5,0
9,6,3,1,0,194.4,1,3,-,1,0
9,6,4,1,0,163.8,4,3,-,4,0
9,6,7,1,0,163.8,3,3,-,3,0
9,6,8,1,0,163.8,2,3,-,2,0
9,7,1,1,0,163.8,5,3,-,5,0
9,7,3,1,0,194.4,1,3,-,1,0
9,7,4,1,0,163.8,4,3,-,4,0
9,7,8,1,0,163.8,2,3,-,2,0
9,8,1,1,0,163.8,5,3,-,5,0
9,8,3,1,1,194.4,1,3,-,1,0
9,8,4,1,0,163.8,4,3,-,4,0
9,8,7,1,0,163.8,3,3,-,3,0
9,9,10,1,0,174,3,4,-,3,0
9,9,12,1,0,174,2,4,-,2,0
9,9,13,1,0,163.8,4,4,-,4,0
9,9,14,1,0,174,5,4,-,5,0
9,10,9,1,0,163.8,1,4,-,1,0
9,10,12,1,0,174,2,4,-,2,0
9,10,13,1,0,163.8,4,4,-,4,0
9,10,14,1,0,174,5,4,-,5,0
9,11,9,1,0,163.8,1,4,-,1,0
9,11,10,1,0,174,3,4,-,3,0
9,11,12,1,0,174,2,4,-,2,0
9,11,13,1,0,163.8,4,4,-,4,0
9,11,14,1,0,174,5,4,-,5,0
9,12,9,1,0,163.8,1,4,-,1,0
9,12,10,1,0,174,3,4,-,3,0
9,12,13,1,0,163.8,4,4,-,4,0
9,12,14,1,0,174,5,4,-,5,0
9,13,9,1,0,163.8,1,4,-,1,0
9,13,10,1,0,174,3,4,-,3,0
9,13,12,1,0,174,2,4,-,2,0
9,13,14,1,0,174,5,4,-,5,0
9,14,9,1,0,163.8,1,4,-,1,0
9,14,10,1,0,174,3,4,-,3,0
9,14,12,1,0,174,2,4,-,2,0
9,14,13,1,0,163.8,4,4,-,4,0
9,15,9,1,0,163.8,1,4,-,1,0
9,15,10,1,0,174,3,4,-,3,0
9,15,12,1,0,174,2,4,-,2,0
9,15,13,1,0,163.8,4,4,-,4,0
9,15,14,1,0,174,5,4,-,5,0
9,16,9,1,0,163.8,1,4,-,1,0
9,16,10,1,0,174,3,4,-,3,0
9,16,12,1,0,174,2,4,-,2,0
9,16,13,1,0,163.8,4,4,-,4,0
9,16,14,1,0,174,5,4,-,5,0
9,1,2,2,0,194.4,2,3,-,0,2
9,1,5,2,0,163.8,3,3,-,0,3
9,1,6,2,0,174,1,3,-,0,1
9,2,5,2,0,163.8,3,3,-,0,3
9,2,6,2,0,174,1,3,-,0,1
9,3,2,2,2,194.4,2,3,-,0,2
9,3,5,2,0,163.8,3,3,-,0,3
9,3,6,2,2,174,1,3,-,0,1
9,4,2,2,0,194.4,2,3,-,0,2
9,4,5,2,0,163.8,3,3,-,0,3
9,4,6,2,0,174,1,3,-,0,1
9,5,2,2,0,194.4,2,3,-,0,2
9,5,6,2,0,174,1,3,-,0,1
9,6,2,2,0,194.4,2,3,-,0,2
9,6,5,2,0,163.8,3,3,-,0,3
9,7,2,2,0,194.4,2,3,-,0,2
9,7,5,2,0,163.8,3,3,-,0,3
9,7,6,2,0,174,1,3,-,0,1
9,8,2,2,3,194.4,2,3,-,0,2
9,8,5,2,1,163.8,3,3,-,0,3
9,8,6,2,1,174,1,3,-,0,1
9,9,11,2,6,184.2,2,4,-,0,2
9,9,15,2,0,174,1,4,-,0,1
9,9,16,2,0,174,3,4,-,0,3
9,10,11,2,0,184.2,2,4,-,0,2
9,10,15,2,0,174,1,4,-,0,1
9,10,16,2,0,174,3,4,-,0,3
9,11,15,2,0,174,1,4,-,0,1
9,11,16,2,0,174,3,4,-,0,3
9,12,11,2,3,184.2,2,4,-,0,2
9,12,15,2,1,174,1,4,-,0,1
9,12,16,2,1,174,3,4,-,0,3
9,13,11,2,0,184.2,2,4,-,0,2
9,13,15,2,0,174,1,4,-,0,1
9,13,16,2,0,174,3,4,-,0,3
9,14,11,2,1,184.2,2,4,-,0,2
9,14,15,2,0,174,1,4,-,0,1
9,14,16,2,0,174,3,4,-,0,3
9,15,11,2,0,184.2,2,4,-,0,2
9,15,16,2,0,174,3,4,-,0,3
9,16,11,2,0,184.2,2,4,-,0,2
9,16,15,2,0,174,1,4,-,0,1
10,1,3,1,0,167.8,1,3,-,1,0
10,1,4,1,0,167.8,4,3,-,4,0
10,1,7,1,0,167.8,3,3,-,3,0
10,1,8,1,0,178.8,2,3,-,2,0
10,2,1,1,0,178.8,5,3,-,5,0
10,2,3,1,0,167.8,1,3,-,1,0
10,2,4,1,0,167.8,4,3,-,4,0
10,2,7,1,0,167.8,3,3,-,3,0
10,2,8,1,0,178.8,2,3,-,2,0
10,3,1,1,0,178.8,5,3,-,5,0
10,3,4,1,0,167.8,4,3,-,4,0
10,3,7,1,0,167.8,3,3,-,3,0
10,3,8,1,0,178.8,2,3,-,2,0
10,4,1,1,0,178.8,5,3,-,5,0
10,4,3,1,0,167.8,1,3,-,1,0
10,4,7,1,0,167.8,3,3,-,3,0
10,4,8,1,0,178.8,2,3,-,2,0
10,5,1,1,0,178.8,5,3,-,5,0
10,5,3,1,0,167.8,1,3,-,1,0
10,5,4,1,0,167.8,4,3,-,4,0
10,5,7,1,0,167.8,3,3,-,3,0
10,5,8,1,0,178.8,2,3,-,2,0
10,6,1,1,0,178.8,5,3,-,5,0
10,6,3,1,0,167.8,1,3,-,1,0
10,6,4,1,0,167.8,4,3,-,4,0
10,6,7,1,0,167.8,3,3,-,3,0
10,6,8,1,0,178.8,2,3,-,2,0
10,7,1,1,0,178.8,5,3,-,5,0
10,7,3,1,0,167.8,1,3,-,1,0
10,7,4,1,0,167.8,4,3,-,4,0
10,7,8,1,0,178.8,2,3,-,2,0
10,8,1,1,0,178.8,5,3,-,5,0
10,8,3,1,0,167.8,1,3,-,1,0
10,8,4,1,0,167.8,4,3,-,4,0
10,8,7,1,0,167.8,3,3,-,3,0
10,9,10,1,0,176.4,3,4,-,3,0
10,9,12,1,0,176.4,2,4,-,2,0
10,9,13,1,0,165.8,4,4,-,4,0
10,9,14,1,0,176.4,5,4,-,5,0
10,10,9,1,0,165.8,1,4,-,1,0
10,10,12,1,0,176.4,2,4,-,2,0
10,10,13,1,0,165.8,4,4,-,4,0
10,10,14,1,0,176.4,5,4,-,5,0
10,11,9,1,0,165.8,1,4,-,1,0
10,11,10,1,0,176.4,3,4,-,3,0
10,11,12,1,0,176.4,2,4,-,2,0
10,11,13,1,0,165.8,4,4,-,4,0
10,11,14,1,0,176.4,5,4,-,5,0
10,12,9,1,0,165.8,1,4,-,1,0
10,12,10,1,0,176.4,3,4,-,3,0
10,12,13,1,0,165.8,4,4,-,4,0
10,12,14,1,0,176.4,5,4,-,5,0
10,13,9,1,0,165.8,1,4,-,1,0
10,13,10,1,0,176.4,3,4,-,3,0
10,13,12,1,0,176.4,2,4,-,2,0
10,13,14,1,0,176.4,5,4,-,5,0
10,14,9,1,0,165.8,1,4,-,1,0
10,14,10,1,0,176.4,3,4,-,3,0
10,14,12,1,0,176.4,2,4,-,2,0
10,14,13,1,0,165.8,4,4,-,4,0
10,15,9,1,0,165.8,1,4,-,1,0
10,15,10,1,0,176.4,3,4,-,3,0
10,15,12,1,0,176.4,2,4,-,2,0
10,15,13,1,0,165.8,4,4,-,4,0
10,15,14,1,0,176.4,5,4,-,5,0
10,16,9,1,0,165.8,1,4,-,1,0
10,16,10,1,0,176.4,3,4,-,3,0
10,16,12,1,0,176.4,2,4,-,2,0
10,16,13,1,0,165.8,4,4,-,4,0
10,16,14,1,0,176.4,5,4,-,5,0
10,1,2,2,0,189.8,2,3,-,0,2
10,1,5,2,0,167.8,3,3,-,0,3
10,1,6,2,0,178.8,1,3,-,0,1
10,2,5,2,0,167.8,3,3,-,0,3
10,2,6,2,0,178.8,1,3,-,0,1
10,3,2,2,8,189.8,2,3,-,0,2
10,3,5,2,0,167.8,3,3,-,0,3
10,3,6,2,2,178.8,1,3,-,0,1
10,4,2,2,0,189.8,2,3,-,0,2
10,4,5,2,0,167.8,3,3,-,0,3
10,4,6,2,0,178.8,1,3,-,0,1
10,5,2,2,0,189.8,2,3,-,0,2
10,5,6,2,0,178.8,1,3,-,0,1
10,6,2,2,0,189.8,2,3,-,0,2
10,6,5,2,0,167.8,3,3,-,0,3
10,7,2,2,0,189.8,2,3,-,0,2
10,7,5,2,0,167.8,3,3,-,0,3
10,7,6,2,0,178.8,1,3,-,0,1
10,8,2,2,4,189.8,2,3,-,0,2
10,8,5,2,0,167.8,3,3,-,0,3
10,8,6,2,1,178.8,1,3,-,0,1
10,9,11,2,0,176.4,2,4,-,0,2
10,9,15,2,0,176.4,1,4,-,0,1
10,9,16,2,0,176.4,3,4,-,0,3
10,10,11,2,0,176.4,2,4,-,0,2
10,10,15,2,0,176.4,1,4,-,0,1
10,10,16,2,0,176.4,3,4,-,0,3
10,11,15,2,0,176.4,1,4,-,0,1
10,11,16,2,0,176.4,3,4,-,0,3
10,12,11,2,0,176.4,2,4,-,0,2
10,12,15,2,0,176.4,1,4,-,0,1
10,12,16,2,0,176.4,3,4,-,0,3
10,13,11,2,0,176.4,2,4,-,0,2
10,13,15,2,0,176.4,1,4,-,0,1
10,13,16,2,0,176.4,3,4,-,0,3
10,14,11,2,1,176.4,2,4,-,0,2
10,14,15,2,1,176.4,1,4,-,0,1
10,14,16,2,1,176.4,3,4,-,0,3
10,15,11,2,0,176.4,2,4,-,0,2
10,15,16,2,0,176.4,3,4,-,0,3
10,16,11,2,0,176.4,2,4,-,0,2
10,16,15,2,0,176.4,1,4,-,0,1
11,1,3,1,0,163.8,1,3,-,1,0
11,1,4,1,0,163.8,4,3,-,4,0
11,1,7,1,0,174,3,3,-,3,0
11,1,8,1,0,184.2,2,3,-,2,0
11,2,1,1,0,174,5,3,-,5,0
11,2,3,1,0,163.8,1,3,-,1,0
11,2,4,1,0,163.8,4,3,-,4,0
11,2,7,1,0,174,3,3,-,3,0
11,2,8,1,0,184.2,2,3,-,2,0
11,3,1,1,0,174,5,3,-,5,0
11,3,4,1,0,163.8,4,3,-,4,0
11,3,7,1,0,174,3,3,-,3,0
11,3,8,1,1,184.2,2,3,-,2,0
11,4,1,1,0,174,5,3,-,5,0
11,4,3,1,0,163.8,1,3,-,1,0
11,4,7,1,0,174,3,3,-,3,0
11,4,8,1,0,184.2,2,3,-,2,0
11,5,1,1,0,174,5,3,-,5,0
11,5,3,1,0,163.8,1,3,-,1,0
11,5,4,1,0,163.8,4,3,-,4,0
11,5,7,1,0,174,3,3,-,3,0
11,5,8,1,0,184.2,2,3,-,2,0
11,6,1,1,0,174,5,3,-,5,0
11,6,3,1,0,163.8,1,3,-,1,0
11,6,4,1,0,163.8,4,3,-,4,0
11,6,7,1,0,174,3,3,-,3,0
11,6,8,1,0,184.2,2,3,-,2,0
11,7,1,1,0,174,5,3,-,5,0
11,7,3,1,0,163.8,1,3,-,1,0
11,7,4,1,0,163.8,4,3,-,4,0
11,7,8,1,0,184.2,2,3,-,2,0
11,8,1,1,0,174,5,3,-,5,0
11,8,3,1,0,163.8,1,3,-,1,0
11,8,4,1,0,163.8,4,3,-,4,0
11,8,7,1,0,174,3,3,-,3,0
11,9,10,1,0,161.8,3,4,-,3,0
11,9,12,1,0,161.8,2,4,-,2,0
11,9,13,1,0,161.8,4,4,-,4,0
11,9,14,1,0,161.8,5,4,-,5,0
11,10,9,1,0,161.8,1,4,-,1,0
11,10,12,1,0,161.8,2,4,-,2,0
11,10,13,1,0,161.8,4,4,-,4,0
11,10,14,1,0,161.8,5,4,-,5,0
11,11,9,1,0,161.8,1,4,-,1,0
11,11,10,1,0,161.8,3,4,-,3,0
11,11,12,1,0,161.8,2,4,-,2,0
11,11,13,1,0,161.8,4,4,-,4,0
11,11,14,1,0,161.8,5,4,-,5,0
11,12,9,1,0,161.8,1,4,-,1,0
11,12,10,1,0,161.8,3,4,-,3,0
11,12,13,1,0,161.8,4,4,-,4,0
11,12,14,1,0,161.8,5,4,-,5,0
11,13,9,1,0,161.8,1,4,-,1,0
11,13,10,1,0,161.8,3,4,-,3,0
11,13,12,1,0,161.8,2,4,-,2,0
11,13,14,1,0,161.8,5,4,-,5,0
11,14,9,1,0,161.8,1,4,-,1,0
11,14,10,1,0,161.8,3,4,-,3,0
11,14,12,1,0,161.8,2,4,-,2,0
11,14,13,1,0,161.8,4,4,-,4,0
11,15,9,1,0,161.8,1,4,-,1,0
11,15,10,1,0,161.8,3,4,-,3,0
11,15,12,1,0,161.8,2,4,-,2,0
11,15,13,1,0,161.8,4,4,-,4,0
11,15,14,1,0,161.8,5,4,-,5,0
11,16,9,1,0,161.8,1,4,-,1,0
11,16,10,1,0,161.8,3,4,-,3,0
11,16,12,1,0,161.8,2,4,-,2,0
11,16,13,1,0,161.8,4,4,-,4,0
11,16,14,1,0,161.8,5,4,-,5,0
11,1,2,2,0,174,2,3,-,0,2
11,1,5,2,0,163.8,3,3,-,0,3
11,1,6,2,0,184.2,1,3,-,0,1
11,2,5,2,0,163.8,3,3,-,0,3
11,2,6,2,0,184.2,1,3,-,0,1
11,3,2,2,0,174,2,3,-,0,2
11,3,5,2,1,163.8,3,3,-,0,3
11,3,6,2,2,184.2,1,3,-,0,1
11,4,2,2,0,174,2,3,-,0,2
11,4,5,2,0,163.8,3,3,-,0,3
11,4,6,2,0,184.2,1,3,-,0,1
11,5,2,2,0,174,2,3,-,0,2
11,5,6,2,0,184.2,1,3,-,0,1
11,6,2,2,0,174,2,3,-,0,2
11,6,5,2,0,163.8,3,3,-,0,3
11,7,2,2,0,174,2,3,-,0,2
11,7,5,2,0,163.8,3,3,-,0,3
11,7,6,2,0,184.2,1,3,-,0,1
11,8,2,2,0,174,2,3,-,0,2
11,8,5,2,0,163.8,3,3,-,0,3
11,8,6,2,1,184.2,1,3,-,0,1
11,9,11,2,0,161.8,2,4,-,0,2
11,9,15,2,20,230.4,1,4,-,0,1
11,9,16,2,3,171.6,3,4,-,0,3
11,10,11,2,0,161.8,2,4,-,0,2
11,10,15,2,3,230.4,1,4,-,0,1
11,10,16,2,0,171.6,3,4,-,0,3
11,11,15,2,0,230.4,1,4,-,0,1
11,11,16,2,0,171.6,3,4,-,0,3
11,12,11,2,0,161.8,2,4,-,0,2
11,12,15,2,5,230.4,1,4,-,0,1
11,12,16,2,2,171.6,3,4,-,0,3
11,13,11,2,0,161.8,2,4,-,0,2
11,13,15,2,1,230.4,1,4,-,0,1
11,13,16,2,0,171.6,3,4,-,0,3
11,14,11,2,0,161.8,2,4,-,0,2
11,14,15,2,2,230.4,1,4,-,0,1
11,14,16,2,1,171.6,3,4,-,0,3
11,15,11,2,0,161.8,2,4,-,0,2
11,15,16,2,0,171.6,3,4,-,0,3
11,16,11,2,0,161.8,2,4,-,0,2
11,16,15,2,0,230.4,1,4,-,0,1
12,1,3,1,2,184.8,1,3,-,1,0
12,1,4,1,0,175.8,4,3,-,4,0
12,1,7,1,0,166.8,3,3,-,3,0
12,1,8,1,0,166.8,2,3,-,2,0
12,2,1,1,0,166.8,5,3,-,5,0
12,2,3,1,0,184.8,1,3,-,1,0
12,2,4,1,0,175.8,4,3,-,4,0
12,2,7,1,0,166.8,3,3,-,3,0
12,2,8,1,0,166.8,2,3,-,2,0
12,3,1,1,0,166.8,5,3,-,5,0
12,3,4,1,0,175.8,4,3,-,4,0
12,3,7,1,0,166.8,3,3,-,3,0
12,3,8,1,0,166.8,2,3,-,2,0
12,4,1,1,0,166.8,5,3,-,5,0
12,4,3,1,0,184.8,1,3,-,1,0
12,4,7,1,0,166.8,3,3,-,3,0
12,4,8,1,0,166.8,2,3,-,2,0
